design,procedure,participant,period,position,posture,support,precision,recall,f1
random_rows,all10_default,P02,all_rows,2,Left arm raise,240,0.9531914893617022,0.9333333333333333,0.9431578947368421
random_rows,all10_default,P02,all_rows,3,Right arm raise,240,0.9473684210526315,0.9,0.9230769230769231
random_rows,all10_default,P02,all_rows,4,Left shoulder touch and twist,239,0.9414414414414415,0.8744769874476988,0.9067245119305858
random_rows,all10_default,P02,all_rows,5,Right shoulder touch and twist,240,0.95,0.95,0.9500000000000001
random_rows,all10_default,P02,all_rows,6,Both arms raise,240,0.9827586206896551,0.95,0.9661016949152542
random_rows,all10_default,P02,all_rows,7,Forward bend,240,0.9377593360995851,0.9416666666666667,0.9397089397089397
random_rows,all10_default,P02,all_rows,8,Sitting,240,0.9826839826839827,0.9458333333333333,0.9639065817409765
random_rows,all10_default,P02,held_only,1,Standing straight,1409,0.9858356940509915,0.9879347054648687,0.9868840836582772
random_rows,all10_default,P02,held_only,2,Left arm raise,197,0.9898477157360406,0.9898477157360406,0.9898477157360406
random_rows,all10_default,P02,held_only,3,Right arm raise,207,0.9950248756218906,0.966183574879227,0.9803921568627451
random_rows,all10_default,P02,held_only,4,Left shoulder touch and twist,194,0.9637305699481865,0.9587628865979382,0.9612403100775193
random_rows,all10_default,P02,held_only,5,Right shoulder touch and twist,201,0.9852216748768473,0.9950248756218906,0.9900990099009901
random_rows,all10_default,P02,held_only,6,Both arms raise,206,0.9903846153846154,1.0,0.9951690821256038
random_rows,all10_default,P02,held_only,7,Forward bend,208,0.9903381642512077,0.9855769230769231,0.9879518072289156
random_rows,all10_default,P02,held_only,8,Sitting,203,0.9950980392156863,1.0,0.9975429975429976
random_rows,all10_default,P03,all_rows,1,Standing straight,1702,0.9339783722253842,0.964159811985899,0.9488291413703382
random_rows,all10_default,P03,all_rows,2,Left arm raise,240,0.9570815450643777,0.9291666666666667,0.9429175475687104
random_rows,all10_default,P03,all_rows,3,Right arm raise,240,0.9491525423728814,0.9333333333333333,0.9411764705882353
random_rows,all10_default,P03,all_rows,4,Left shoulder touch and twist,239,0.9493670886075949,0.9414225941422594,0.9453781512605042
random_rows,all10_default,P03,all_rows,5,Right shoulder touch and twist,240,0.9730941704035875,0.9041666666666667,0.937365010799136
random_rows,all10_default,P03,all_rows,6,Both arms raise,240,0.9646017699115044,0.9083333333333333,0.9356223175965666
random_rows,all10_default,P03,all_rows,7,Forward bend,240,0.9700854700854701,0.9458333333333333,0.9578059071729956
random_rows,all10_default,P03,all_rows,8,Sitting,240,0.9617021276595744,0.9416666666666667,0.951578947368421
random_rows,all10_default,P03,held_only,1,Standing straight,1416,0.9591129591129591,0.9774011299435028,0.968170689052116
random_rows,all10_default,P03,held_only,2,Left arm raise,191,0.9945054945054945,0.9476439790575916,0.9705093833780161
random_rows,all10_default,P03,held_only,3,Right arm raise,201,0.9646464646464646,0.9502487562189055,0.9573934837092732
random_rows,all10_default,P03,held_only,4,Left shoulder touch and twist,209,0.9428571428571428,0.9473684210526315,0.945107398568019
random_rows,all10_default,P03,held_only,5,Right shoulder touch and twist,203,0.9895833333333334,0.9359605911330049,0.9620253164556962
random_rows,all10_default,P03,held_only,6,Both arms raise,207,0.9752475247524752,0.9516908212560387,0.9633251833740831
random_rows,all10_default,P03,held_only,7,Forward bend,200,0.9900497512437811,0.995,0.9925187032418954
random_rows,all10_default,P03,held_only,8,Sitting,199,0.9747474747474747,0.9698492462311558,0.9722921914357683
random_rows,all10_tuned,Pooled,all_rows,1,Standing straight,5098,0.9532782157277446,0.972538250294233,0.9628119234877173
random_rows,all10_tuned,Pooled,all_rows,2,Left arm raise,724,0.973314606741573,0.9571823204419889,0.9651810584958217
random_rows,all10_tuned,Pooled,all_rows,3,Right arm raise,720,0.9663865546218487,0.9583333333333334,0.9623430962343097
random_rows,all10_tuned,Pooled,all_rows,4,Left shoulder touch and twist,718,0.9669540229885057,0.9373259052924791,0.9519094766619519
random_rows,all10_tuned,Pooled,all_rows,5,Right shoulder touch and twist,720,0.9717514124293786,0.9555555555555556,0.9635854341736695
random_rows,all10_tuned,Pooled,all_rows,6,Both arms raise,720,0.9742857142857143,0.9472222222222222,0.9605633802816901
random_rows,all10_tuned,Pooled,all_rows,7,Forward bend,721,0.9674220963172805,0.9472954230235784,0.9572529782761038
random_rows,all10_tuned,Pooled,all_rows,8,Sitting,720,0.9730113636363636,0.9513888888888888,0.9620786516853931
random_rows,all10_tuned,Pooled,held_only,1,Standing straight,4222,0.9783427495291902,0.984367598294647,0.9813459268004722
random_rows,all10_tuned,Pooled,held_only,2,Left arm raise,587,0.9930313588850174,0.9710391822827938,0.9819121447028424
random_rows,all10_tuned,Pooled,held_only,3,Right arm raise,611,0.975767366720517,0.9885433715220949,0.9821138211382113
random_rows,all10_tuned,Pooled,held_only,4,Left shoulder touch and twist,611,0.9768595041322314,0.967266775777414,0.9720394736842105
random_rows,all10_tuned,Pooled,held_only,5,Right shoulder touch and twist,603,0.9882943143812709,0.9800995024875622,0.984179850124896
random_rows,all10_tuned,Pooled,held_only,6,Both arms raise,615,0.9852459016393442,0.9772357723577236,0.9812244897959185
random_rows,all10_tuned,Pooled,held_only,7,Forward bend,608,0.9787581699346405,0.9851973684210527,0.981967213114754
random_rows,all10_tuned,Pooled,held_only,8,Sitting,609,0.9866666666666667,0.9720853858784894,0.9793217535153019
random_rows,all10_tuned,P01,all_rows,1,Standing straight,1695,0.9571511291256514,0.9752212389380531,0.9661016949152542
random_rows,all10_tuned,P01,all_rows,2,Left arm raise,244,0.9789915966386554,0.9549180327868853,0.9668049792531119
random_rows,all10_tuned,P01,all_rows,3,Right arm raise,240,0.9830508474576272,0.9666666666666667,0.9747899159663865
random_rows,all10_tuned,P01,all_rows,4,Left shoulder touch and twist,240,0.9543568464730291,0.9583333333333334,0.9563409563409564
random_rows,all10_tuned,P01,all_rows,5,Right shoulder touch and twist,240,0.970954356846473,0.975,0.9729729729729729
random_rows,all10_tuned,P01,all_rows,6,Both arms raise,240,0.9871244635193133,0.9583333333333334,0.9725158562367865
random_rows,all10_tuned,P01,all_rows,7,Forward bend,241,0.9615384615384616,0.9336099585062241,0.9473684210526316
random_rows,all10_tuned,P01,all_rows,8,Sitting,240,0.9739130434782609,0.9333333333333333,0.9531914893617022
random_rows,all10_tuned,P01,held_only,1,Standing straight,1397,0.9689484827099506,0.9828203292770222,0.9758351101634685
random_rows,all10_tuned,P01,held_only,2,Left arm raise,199,0.9792746113989638,0.949748743718593,0.9642857142857144
random_rows,all10_tuned,P01,held_only,3,Right arm raise,203,0.9803921568627451,0.9852216748768473,0.9828009828009828
random_rows,all10_tuned,P01,held_only,4,Left shoulder touch and twist,208,0.9758454106280193,0.9711538461538461,0.9734939759036145
random_rows,all10_tuned,P01,held_only,5,Right shoulder touch and twist,199,0.98,0.9849246231155779,0.9824561403508771
random_rows,all10_tuned,P01,held_only,6,Both arms raise,202,1.0,0.9702970297029703,0.9849246231155778
random_rows,all10_tuned,P01,held_only,7,Forward bend,200,0.9601990049751243,0.965,0.9625935162094762
random_rows,all10_tuned,P01,held_only,8,Sitting,207,0.9898477157360406,0.9420289855072463,0.9653465346534653
random_rows,all10_tuned,P02,all_rows,1,Standing straight,1701,0.9468267581475128,0.9735449735449735,0.9599999999999999
random_rows,all10_tuned,P02,all_rows,2,Left arm raise,240,0.9744680851063829,0.9541666666666667,0.9642105263157894
random_rows,all10_tuned,P02,all_rows,3,Right arm raise,240,0.961038961038961,0.925,0.9426751592356688
random_rows,all10_tuned,P02,all_rows,4,Left shoulder touch and twist,239,0.9681818181818181,0.891213389121339,0.9281045751633988
random_rows,all10_tuned,P02,all_rows,5,Right shoulder touch and twist,240,0.9661016949152542,0.95,0.957983193277311
random_rows,all10_tuned,P02,all_rows,6,Both arms raise,240,0.9789029535864979,0.9666666666666667,0.9727463312368972
random_rows,all10_tuned,P02,all_rows,7,Forward bend,240,0.9620253164556962,0.95,0.9559748427672956
random_rows,all10_tuned,P02,all_rows,8,Sitting,240,0.9829787234042553,0.9625,0.9726315789473684
random_rows,all10_tuned,P02,held_only,1,Standing straight,1409,0.9921875,0.9914833215046132,0.9918352857649981
random_rows,all10_tuned,P02,held_only,2,Left arm raise,197,1.0,0.9949238578680203,0.9974554707379135
random_rows,all10_tuned,P02,held_only,3,Right arm raise,207,0.9855769230769231,0.9903381642512077,0.9879518072289156
random_rows,all10_tuned,P02,held_only,4,Left shoulder touch and twist,194,0.9790575916230366,0.9639175257731959,0.9714285714285715
random_rows,all10_tuned,P02,held_only,5,Right shoulder touch and twist,201,0.995049504950495,1.0,0.9975186104218362
random_rows,all10_tuned,P02,held_only,6,Both arms raise,206,0.9903846153846154,1.0,0.9951690821256038
random_rows,all10_tuned,P02,held_only,7,Forward bend,208,0.9903846153846154,0.9903846153846154,0.9903846153846154
random_rows,all10_tuned,P02,held_only,8,Sitting,203,0.9950980392156863,1.0,0.9975429975429976
random_rows,all10_tuned,P03,all_rows,1,Standing straight,1702,0.9559420289855073,0.9688601645123385,0.9623577473008462
random_rows,all10_tuned,P03,all_rows,2,Left arm raise,240,0.9665271966527197,0.9625,0.964509394572025
random_rows,all10_tuned,P03,all_rows,3,Right arm raise,240,0.9554655870445344,0.9833333333333333,0.9691991786447638
random_rows,all10_tuned,P03,all_rows,4,Left shoulder touch and twist,239,0.9787234042553191,0.9623430962343096,0.9704641350210971
random_rows,all10_tuned,P03,all_rows,5,Right shoulder touch and twist,240,0.9783549783549783,0.9416666666666667,0.9596602972399151
random_rows,all10_tuned,P03,all_rows,6,Both arms raise,240,0.9565217391304348,0.9166666666666666,0.9361702127659574
random_rows,all10_tuned,P03,all_rows,7,Forward bend,240,0.9787234042553191,0.9583333333333334,0.968421052631579
random_rows,all10_tuned,P03,all_rows,8,Sitting,240,0.9623430962343096,0.9583333333333334,0.9603340292275573
random_rows,all10_tuned,P03,held_only,1,Standing straight,1416,0.9739985945186226,0.9788135593220338,0.9764001408946812
random_rows,all10_tuned,P03,held_only,2,Left arm raise,191,1.0,0.9685863874345549,0.9840425531914894
random_rows,all10_tuned,P03,held_only,3,Right arm raise,201,0.961352657004831,0.9900497512437811,0.9754901960784315
random_rows,all10_tuned,P03,held_only,4,Left shoulder touch and twist,209,0.9758454106280193,0.9665071770334929,0.9711538461538461
random_rows,all10_tuned,P03,held_only,5,Right shoulder touch and twist,203,0.9897959183673469,0.9556650246305419,0.9724310776942356
random_rows,all10_tuned,P03,held_only,6,Both arms raise,207,0.9660194174757282,0.961352657004831,0.963680387409201
random_rows,all10_tuned,P03,held_only,7,Forward bend,200,0.9852216748768473,1.0,0.9925558312655086
random_rows,all10_tuned,P03,held_only,8,Sitting,199,0.9748743718592965,0.9748743718592965,0.9748743718592965
random_rows,triplet_default,Pooled,all_rows,1,Standing straight,5098,0.749095513748191,0.8122793252255787,0.7794089968003011
random_rows,triplet_default,Pooled,all_rows,2,Left arm raise,724,0.7029096477794793,0.6339779005524862,0.6666666666666665
random_rows,triplet_default,Pooled,all_rows,3,Right arm raise,720,0.7653374233128835,0.6930555555555555,0.727405247813411
random_rows,triplet_default,Pooled,all_rows,4,Left shoulder touch and twist,718,0.7531055900621118,0.6754874651810585,0.7121879588839941
random_rows,triplet_default,Pooled,all_rows,5,Right shoulder touch and twist,720,0.7022556390977444,0.6486111111111111,0.6743682310469316
random_rows,triplet_default,Pooled,all_rows,6,Both arms raise,720,0.6959876543209876,0.6263888888888889,0.6593567251461988
random_rows,triplet_default,Pooled,all_rows,7,Forward bend,721,0.681877444589309,0.7253814147018031,0.7029569892473118
random_rows,triplet_default,Pooled,all_rows,8,Sitting,720,0.7928082191780822,0.6430555555555556,0.7101226993865031
random_rows,triplet_default,Pooled,held_only,1,Standing straight,4222,0.7732837778749453,0.8377546186641402,0.8042291950886767
random_rows,triplet_default,Pooled,held_only,2,Left arm raise,587,0.7347328244274809,0.65587734241908,0.693069306930693
random_rows,triplet_default,Pooled,held_only,3,Right arm raise,611,0.8311688311688312,0.7332242225859247,0.7791304347826087
random_rows,triplet_default,Pooled,held_only,4,Left shoulder touch and twist,611,0.7789855072463768,0.7037643207855974,0.7394668959587274
random_rows,triplet_default,Pooled,held_only,5,Right shoulder touch and twist,603,0.718132854578097,0.6633499170812603,0.689655172413793
random_rows,triplet_default,Pooled,held_only,6,Both arms raise,615,0.7171171171171171,0.6471544715447154,0.6803418803418803
random_rows,triplet_default,Pooled,held_only,7,Forward bend,608,0.7056145675265554,0.7648026315789473,0.734017363851618
random_rows,triplet_default,Pooled,held_only,8,Sitting,609,0.8181818181818182,0.6798029556650246,0.7426008968609865
random_rows,triplet_default,P01,all_rows,1,Standing straight,1695,0.7593856655290102,0.7876106194690266,0.7732406602953953
random_rows,triplet_default,P01,all_rows,2,Left arm raise,244,0.7372549019607844,0.7704918032786885,0.7535070140280561
random_rows,triplet_default,P01,all_rows,3,Right arm raise,240,0.7581967213114754,0.7708333333333334,0.7644628099173554
random_rows,triplet_default,P01,all_rows,4,Left shoulder touch and twist,240,0.8177339901477833,0.6916666666666667,0.7494356659142213
random_rows,triplet_default,P01,all_rows,5,Right shoulder touch and twist,240,0.6848739495798319,0.6791666666666667,0.6820083682008368
random_rows,triplet_default,P01,all_rows,6,Both arms raise,240,0.7,0.6125,0.6533333333333333
random_rows,triplet_default,P01,all_rows,7,Forward bend,241,0.6159420289855072,0.7053941908713693,0.6576402321083172
random_rows,triplet_default,P01,all_rows,8,Sitting,240,0.7959183673469388,0.65,0.7155963302752293
random_rows,triplet_default,P01,held_only,1,Standing straight,1397,0.7648247978436657,0.8124552612741589,0.787920860812218
random_rows,triplet_default,P01,held_only,2,Left arm raise,199,0.7761194029850746,0.7839195979899497,0.78
random_rows,triplet_default,P01,held_only,3,Right arm raise,203,0.815,0.8029556650246306,0.8089330024813896
random_rows,triplet_default,P01,held_only,4,Left shoulder touch and twist,208,0.8562874251497006,0.6875,0.7626666666666666
random_rows,triplet_default,P01,held_only,5,Right shoulder touch and twist,199,0.6804123711340206,0.6633165829145728,0.6717557251908397
random_rows,triplet_default,P01,held_only,6,Both arms raise,202,0.7102272727272727,0.6188118811881188,0.6613756613756614
random_rows,triplet_default,P01,held_only,7,Forward bend,200,0.6026200873362445,0.69,0.6433566433566433
random_rows,triplet_default,P01,held_only,8,Sitting,207,0.8414634146341463,0.6666666666666666,0.7439353099730458
random_rows,triplet_default,P02,all_rows,1,Standing straight,1701,0.7414346895074947,0.8142269253380364,0.7761277668814793
random_rows,triplet_default,P02,all_rows,2,Left arm raise,240,0.6881720430107527,0.5333333333333333,0.6009389671361501
random_rows,triplet_default,P02,all_rows,3,Right arm raise,240,0.8067632850241546,0.6958333333333333,0.7472035794183446
random_rows,triplet_default,P02,all_rows,4,Left shoulder touch and twist,239,0.7031963470319634,0.6443514644351465,0.6724890829694322
random_rows,triplet_default,P02,all_rows,5,Right shoulder touch and twist,240,0.6790697674418604,0.6083333333333333,0.6417582417582417
random_rows,triplet_default,P02,all_rows,6,Both arms raise,240,0.7,0.7291666666666666,0.7142857142857142
random_rows,triplet_default,P02,all_rows,7,Forward bend,240,0.766798418972332,0.8083333333333333,0.7870182555780934
random_rows,triplet_default,P02,all_rows,8,Sitting,240,0.7857142857142857,0.5958333333333333,0.6777251184834123
random_rows,triplet_default,P02,held_only,1,Standing straight,1409,0.7851077726975833,0.8530872959545777,0.8176870748299319
random_rows,triplet_default,P02,held_only,2,Left arm raise,197,0.7320261437908496,0.5685279187817259,0.64
random_rows,triplet_default,P02,held_only,3,Right arm raise,207,0.9085714285714286,0.7681159420289855,0.8324607329842931
random_rows,triplet_default,P02,held_only,4,Left shoulder touch and twist,194,0.7417582417582418,0.6958762886597938,0.7180851063829788
random_rows,triplet_default,P02,held_only,5,Right shoulder touch and twist,201,0.7222222222222222,0.6467661691542289,0.6824146981627297
random_rows,triplet_default,P02,held_only,6,Both arms raise,206,0.7209302325581395,0.7524271844660194,0.7363420427553444
random_rows,triplet_default,P02,held_only,7,Forward bend,208,0.8387096774193549,0.875,0.8564705882352941
random_rows,triplet_default,P02,held_only,8,Sitting,203,0.7965116279069767,0.6748768472906403,0.7306666666666666
random_rows,triplet_default,P03,all_rows,1,Standing straight,1702,0.7471083070452156,0.8349001175088132,0.7885682574916759
random_rows,triplet_default,P03,all_rows,2,Left arm raise,240,0.6745283018867925,0.5958333333333333,0.6327433628318585
random_rows,triplet_default,P03,all_rows,3,Right arm raise,240,0.7313432835820896,0.6125,0.6666666666666667
random_rows,triplet_default,P03,all_rows,4,Left shoulder touch and twist,239,0.7432432432432432,0.6903765690376569,0.7158351409978307
random_rows,triplet_default,P03,all_rows,5,Right shoulder touch and twist,240,0.7452830188679245,0.6583333333333333,0.6991150442477875
random_rows,triplet_default,P03,all_rows,6,Both arms raise,240,0.6861702127659575,0.5375,0.602803738317757
random_rows,triplet_default,P03,all_rows,7,Forward bend,240,0.6680672268907563,0.6625,0.6652719665271967
random_rows,triplet_default,P03,all_rows,8,Sitting,240,0.7961165048543689,0.6833333333333333,0.73542600896861
random_rows,triplet_default,P03,held_only,1,Standing straight,1416,0.7697241821680565,0.847457627118644,0.8067226890756303
random_rows,triplet_default,P03,held_only,2,Left arm raise,191,0.6882352941176471,0.612565445026178,0.6481994459833795
random_rows,triplet_default,P03,held_only,3,Right arm raise,201,0.7682926829268293,0.6268656716417911,0.6904109589041096
random_rows,triplet_default,P03,held_only,4,Left shoulder touch and twist,209,0.7487684729064039,0.7272727272727273,0.7378640776699029
random_rows,triplet_default,P03,held_only,5,Right shoulder touch and twist,203,0.7540983606557377,0.6798029556650246,0.7150259067357513
random_rows,triplet_default,P03,held_only,6,Both arms raise,207,0.7195121951219512,0.5700483091787439,0.6361185983827493
random_rows,triplet_default,P03,held_only,7,Forward bend,200,0.6807511737089202,0.725,0.702179176755448
random_rows,triplet_default,P03,held_only,8,Sitting,199,0.8176470588235294,0.6984924623115578,0.7533875338753387
